anime_id,title,title_english,title_japanese,title_synonyms,image_url,type,source,episodes,status,duration,rating,score,scored_by,rank,popularity,members,favorites,premiered,licensor,studio,aired_from,aired_to
11013,Inu x Boku SS,Inu X Boku Secret Service,妖狐×僕SS,Youko x Boku SS,https://cdn.myanimelist.net/images/anime/12/35893.jpg,TV,Manga,12,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,7.63,139250,1274.0,231,283882,2809,Winter 2012,Sentai Filmworks,David Production,2012-01-13,2012-03-30
2104,Seto no Hanayome,My Bride is a Mermaid,瀬戸の花嫁,The Inland Sea Bride,https://cdn.myanimelist.net/images/anime/13/58383.jpg,TV,Manga,26,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,7.89,91206,727.0,366,204003,2579,Spring 2007,Funimation,Gonzo,2007-04-02,2007-10-01
5262,Shugo Chara!! Doki,Shugo Chara!! Doki,しゅごキャラ！！どきっ,"Shugo Chara Ninenme, Shugo Chara! Second Year",https://cdn.myanimelist.net/images/anime/11/10645.jpg,TV,Manga,51,Finished Airing,24 min. per ep.,PG - Children,7.55,37129,1508.0,1173,70127,802,Fall 2008,,Satelight,2008-10-04,2009-09-25
721,Princess Tutu,Princess Tutu,プリンセスチュチュ,,https://cdn.myanimelist.net/images/anime/13/32209.jpg,TV,Original,38,Finished Airing,16 min. per ep.,PG-13 - Teens 13 or older,8.21,36501,307.0,916,93312,3344,Summer 2002,ADV Films,Hal Film Maker,2002-08-16,2003-05-23
12365,Bakuman. 3rd Season,Bakuman.,バクマン。,Bakuman Season 3,https://cdn.myanimelist.net/images/anime/6/41845.jpg,TV,Manga,25,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,8.67,107767,50.0,426,182765,2082,Fall 2012,,J.C.Staff,2012-10-06,2013-03-30
6586,Yume-iro Pâtissière,,夢色パティシエール,"Yumeiro Patissiere, YumePati, Dream-Colored Pastry Chef, Yumeiro Pâtissière",https://cdn.myanimelist.net/images/anime/12/21674.jpg,TV,Manga,50,Finished Airing,24 min. per ep.,G - All Ages,8.03,21618,526.0,1630,45625,826,Fall 2009,,"Studio Pierrot, Studio Hibari",2009-10-04,2010-09-26
178,Ultra Maniac,Ultramaniac - Magical Girl,ウルトラマニアック,,https://cdn.myanimelist.net/images/anime/8/53571.jpg,TV,Manga,26,Finished Airing,24 min. per ep.,G - All Ages,7.26,9663,2594.0,2490,22778,122,Spring 2003,"Discotek Media, Geneon Entertainment USA",Production Reed,2003-05-20,2003-11-11
2787,Shakugan no Shana II (Second),Shakugan no Shana: Season II,灼眼のシャナII –Second–,Shakugan no Shana 2,https://cdn.myanimelist.net/images/anime/10/18669.jpg,TV,Light novel,24,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,7.72,126085,1066.0,332,220591,1075,Fall 2007,Funimation,J.C.Staff,2007-10-05,2008-03-28
4477,Nodame Cantabile: Paris-hen,,のだめカンタービレ 巴里編,"Nodame Cantabile Paris Chapter, Nodame Cantabile Pari-hen",https://cdn.myanimelist.net/images/anime/4/11918.jpg,TV,Manga,11,Finished Airing,23 min. per ep.,PG-13 - Teens 13 or older,8.24,53908,281.0,988,85660,282,Fall 2008,,J.C.Staff,2008-10-10,2008-12-19
853,Ouran Koukou Host Club,Ouran High School Host Club,桜蘭高校ホスト部,"Ohran Koko Host Club, Ouran Koukou Hosutobu, Ouran Koukou Host Bu, OHSHC",https://cdn.myanimelist.net/images/anime/2/71992.jpg,TV,Manga,26,Finished Airing,23 min. per ep.,PG-13 - Teens 13 or older,8.34,335137,205.0,69,538843,24072,Spring 2006,Funimation,Bones,2006-04-05,2006-09-27
4814,Junjou Romantica 2,Junjo Romantica 2,純情ロマンチカ2(に),"Junjou Romantica Second Season, Junjyou Romantica II",https://cdn.myanimelist.net/images/anime/6/38417.jpg,TV,Manga,12,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,8.15,66565,374.0,799,108186,1123,Fall 2008,Nozomi Entertainment,Studio Deen,2008-10-12,2008-12-28
7054,Kaichou wa Maid-sama!,Maid Sama!,会長はメイド様!,Class President is a Maid!,https://cdn.myanimelist.net/images/anime/6/25254.jpg,TV,Manga,26,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,8.2,315130,314.0,71,531292,14436,Spring 2010,Sentai Filmworks,J.C.Staff,2010-04-02,2010-09-24
11123,Sekaiichi Hatsukoi 2,Sekai Ichi Hatsukoi - World's Greatest First Love 2,世界一初恋 2,"Sekai-ichi Hatsukoi 2, Sekai'ichi Hatsukoi 2",https://cdn.myanimelist.net/images/anime/8/34871.jpg,TV,Manga,12,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,8.23,53285,288.0,945,89543,726,Fall 2011,Funimation,Studio Deen,2011-10-08,2011-12-24
14227,Tonari no Kaibutsu-kun,My Little Monster,となりの怪物くん,"Tonari no Kaibutsukun, The Monster Next Door, My Neighbor Monster-kun",https://cdn.myanimelist.net/images/anime/4/39779.jpg,TV,Manga,13,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,7.71,281448,1093.0,88,482105,4064,Fall 2012,"NIS America, Inc.",Brain's Base,2012-10-02,2012-12-25
269,Bleach,Bleach,BLEACH - ブリーチ -,,https://cdn.myanimelist.net/images/anime/3/40451.jpg,TV,Manga,366,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,7.9,433097,693.0,18,819284,40718,Fall 2004,Viz Media,Studio Pierrot,2004-10-05,2012-03-27
59,Chobits,Chobits,ちょびっツ,,https://cdn.myanimelist.net/images/anime/4/24648.jpg,TV,Manga,26,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,7.53,175388,1546.0,188,317641,3271,Spring 2002,"Funimation, Geneon Entertainment USA",Madhouse,2002-04-03,2002-09-25
6045,Kimi ni Todoke,Kimi ni Todoke: From Me to You,君に届け,Reaching You,https://cdn.myanimelist.net/images/anime/7/17890.jpg,TV,Manga,25,Finished Airing,22 min. per ep.,PG-13 - Teens 13 or older,8.13,212710,400.0,111,417136,8041,Fall 2009,"NIS America, Inc.",Production I.G,2009-10-07,2010-03-31
1735,Naruto: Shippuuden,Naruto: Shippuden,ナルト- 疾風伝,Naruto Hurricane Chronicles,https://cdn.myanimelist.net/images/anime/5/17407.jpg,TV,Manga,500,Finished Airing,23 min. per ep.,PG-13 - Teens 13 or older,8.18,385179,337.0,20,794112,42846,Winter 2007,Viz Media,Studio Pierrot,2007-02-15,2017-03-23
210,Ranma ½,Ranma ½,らんま1/2,"Ranma 1/2, Ranma ½ Nettou Hen",https://cdn.myanimelist.net/images/anime/13/6441.jpg,TV,Manga,161,Finished Airing,24 min. per ep.,R+ - Mild Nudity,7.85,59911,802.0,623,134537,2742,Spring 1989,Viz Media,Studio Deen,1989-04-15,1992-09-25
4224,Toradora!,Toradora!,とらドラ！,Tiger X Dragon,https://cdn.myanimelist.net/images/anime/13/22128.jpg,TV,Light novel,25,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,8.39,557898,174.0,13,910373,35322,Fall 2008,"NIS America, Inc.",J.C.Staff,2008-10-02,2009-03-26
10030,Bakuman. 2nd Season,Bakuman.,バクマン。2ndシーズン,Bakuman Season 2,https://cdn.myanimelist.net/images/anime/3/34923.jpg,TV,Manga,25,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,8.49,122090,108.0,374,201720,1023,Fall 2011,Media Blasters,J.C.Staff,2011-10-01,2012-03-24
74,Gakuen Alice,Gakuen Alice,学園アリス,"Campus Alice, Alice Academy",https://cdn.myanimelist.net/images/anime/4/18118.jpg,TV,Manga,26,Finished Airing,25 min. per ep.,G - All Ages,7.77,33244,941.0,1291,62951,1403,Fall 2004,Nozomi Entertainment,Group TAC,2004-10-30,2005-05-14
4722,Skip Beat!,Skip Beat!,スキップ・ビート！,,https://cdn.myanimelist.net/images/anime/11/84022.jpg,TV,Manga,25,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,8.24,90699,282.0,488,164738,4668,Fall 2008,Pied Piper,Hal Film Maker,2008-10-06,2009-03-30
14397,Chihayafuru 2,,ちはやふる 2,Chihayafull 2,https://cdn.myanimelist.net/images/anime/6/47435.jpg,TV,Manga,25,Finished Airing,22 min. per ep.,PG-13 - Teens 13 or older,8.47,62720,116.0,757,114340,1116,Winter 2013,Sentai Filmworks,Madhouse,2013-01-12,2013-06-29
1557,Shounen Onmyouji,Shonen Onmyoji,少年陰陽師,"The Young Spirit Master, Teenager Onmyoji, Shonen Onmyouji",https://cdn.myanimelist.net/images/anime/11/23852.jpg,TV,Light novel,26,Finished Airing,23 min. per ep.,PG-13 - Teens 13 or older,7.68,14619,1158.0,1793,39422,274,Fall 2006,"Funimation, Geneon Entertainment USA",Studio Deen,2006-10-03,2007-03-13
10800,Chihayafuru,Chihayafuru,ちはやふる,Chihayafull,https://cdn.myanimelist.net/images/anime/3/35749.jpg,TV,Manga,25,Finished Airing,22 min. per ep.,PG-13 - Teens 13 or older,8.29,89081,246.0,348,213902,4524,Fall 2011,Sentai Filmworks,Madhouse,2011-10-05,2012-03-28
3731,Itazura na Kiss,ItaKiss,イタズラなKiss,"Naughty Kiss, Teasing Kiss, Mischievous Kiss, Itazurana Kiss, It Started With A Kiss",https://cdn.myanimelist.net/images/anime/10/19933.jpg,TV,Manga,25,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,7.7,91187,1108.0,473,170224,2632,Spring 2008,Discotek Media,TMS Entertainment,2008-04-05,2008-09-25
9513,Beelzebub,Beelzebub,べるぜバブ,,https://cdn.myanimelist.net/images/anime/3/28013.jpg,TV,Manga,60,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,8.02,136105,528.0,208,302082,3785,Winter 2011,Discotek Media,Pierrot Plus,2011-01-09,2012-03-25
5835,Hanasakeru Seishounen,,花咲ける青少年,Hanasakeru Seishonen,https://cdn.myanimelist.net/images/anime/6/22695.jpg,TV,Manga,39,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,7.87,16772,753.0,1654,44633,500,Spring 2009,,Studio Pierrot,2009-04-05,2010-02-14
9863,SKET Dance,SKET Dance,スケットダンス,,https://cdn.myanimelist.net/images/anime/9/73974.jpg,TV,Manga,77,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,8.33,44132,213.0,646,130264,2474,Spring 2011,,Tatsunoko Production,2011-04-07,2012-09-27
7817,B-gata H-kei,Yamada's First Time: B Gata H Kei,B型H系,,https://cdn.myanimelist.net/images/anime/4/75227.jpg,TV,4-koma manga,12,Finished Airing,24 min. per ep.,R+ - Mild Nudity,7.1,142827,3193.0,285,244791,1641,Spring 2010,Funimation,"Hal Film Maker, TYO Animations",2010-04-02,2010-06-18
966,Crayon Shin-chan,Shin Chan,クレヨンしんちゃん,,https://cdn.myanimelist.net/images/anime/10/59897.jpg,TV,Manga,0,Currently Airing,21 min.,PG - Children,7.73,17683,1032.0,1937,34788,600,Spring 1992,Funimation,Shin-Ei Animation,1992-04-13,
120,Fruits Basket,Fruits Basket,フルーツバスケット,Furuba,https://cdn.myanimelist.net/images/anime/4/75204.jpg,TV,Manga,26,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,7.77,167968,939.0,222,292572,7579,Summer 2001,Funimation,Studio Deen,2001-07-05,2001-12-27
957,Saiunkoku Monogatari,The Story of Saiunkoku,彩雲国物語,"The Tale of Saiun Country, Story of the Land of Many-Colored Clouds, Kokumono, Saimono, ColourCloud Palace",https://cdn.myanimelist.net/images/anime/1/957.jpg,TV,Light novel,39,Finished Airing,25 min. per ep.,PG-13 - Teens 13 or older,8.04,23467,512.0,1313,61739,1059,Spring 2006,"Funimation, Geneon Entertainment USA",Madhouse,2006-04-08,2007-02-24
21,One Piece,One Piece,ONE PIECE,OP,https://cdn.myanimelist.net/images/anime/6/73245.jpg,TV,Manga,0,Currently Airing,24 min.,PG-13 - Teens 13 or older,8.54,423868,91.0,35,720133,69760,Fall 1999,"Funimation, 4Kids Entertainment",Toei Animation,1999-10-20,
1974,Glass no Kamen (2005),Glass Mask,ガラスの仮面 (2005),,https://cdn.myanimelist.net/images/anime/1/2043.jpg,TV,Manga,51,Finished Airing,25 min. per ep.,G - All Ages,8.18,7348,333.0,2523,22123,365,Spring 2005,Sentai Filmworks,Tokyo Movie Shinsha,2005-04-06,2006-03-29
857,Air Gear,Air Gear,エア・ギア,,https://cdn.myanimelist.net/images/anime/11/18227.jpg,TV,Manga,25,Finished Airing,24 min. per ep.,R+ - Mild Nudity,7.64,126326,1233.0,297,235764,3254,Spring 2006,"ADV Films, Funimation",Toei Animation,2006-04-05,2006-09-27
1914,Saiunkoku Monogatari 2nd Season,Tales of Saiunkoku,彩雲国物語 第2シリーズ,"Saiunmono, Saimono, Saiunkoku Monogatari Dai 2 Series",https://cdn.myanimelist.net/images/anime/5/73277.jpg,TV,Light novel,39,Finished Airing,25 min. per ep.,PG-13 - Teens 13 or older,8.16,11924,362.0,2233,27481,201,Spring 2007,,Madhouse,2007-04-07,2008-03-08
249,InuYasha,InuYasha,犬夜叉,Inu Yasha,https://cdn.myanimelist.net/images/anime/8/20483.jpg,TV,Manga,167,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,7.9,181978,697.0,141,371313,12282,Fall 2000,Viz Media,Sunrise,2000-10-16,2004-09-13
6645,Chu-Bra!!,Chu-Bra,ちゅーぶら!!,"Chuu Bra!!, Chubra!!, Chuubra!!",https://cdn.myanimelist.net/images/anime/1130/91352.jpg,TV,Manga,12,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,6.3,16688,6380.0,1858,37256,48,Winter 2010,,Zexcs,2010-01-04,2010-03-22
5690,Nodame Cantabile Finale,,のだめカンタービレ フィナーレ,"Nodame Cantabile Third Season, Nodame Cantabile Season 3, Nodame Cantabile: Finale",https://cdn.myanimelist.net/images/anime/4/20712.jpg,TV,Manga,11,Finished Airing,22 min. per ep.,PG-13 - Teens 13 or older,8.34,47983,203.0,995,84808,381,Winter 2010,,J.C.Staff,2010-01-15,2010-03-26
1571,Ghost Hunt,Ghost Hunt,ゴーストハント,,https://cdn.myanimelist.net/images/anime/11/73908.jpg,TV,Novel,25,Finished Airing,25 min. per ep.,PG-13 - Teens 13 or older,7.92,69224,656.0,527,152490,2579,Fall 2006,Funimation,J.C.Staff,2006-10-04,2007-03-28
11759,Accel World,Accel World,アクセル・ワールド,Accelerated World,https://cdn.myanimelist.net/images/anime/8/38155.jpg,TV,Light novel,24,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,7.53,236083,1545.0,103,433343,3680,Spring 2012,Viz Media,Sunrise,2012-04-07,2012-09-22
7674,Bakuman.,Bakuman.,バクマン。,Bakuman Season 1,https://cdn.myanimelist.net/images/anime/6/26138.jpg,TV,Manga,25,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,8.32,167429,216.0,172,332666,6846,Fall 2010,"Media Blasters, NYAV Post",J.C.Staff,2010-10-02,2011-04-02
1698,Nodame Cantabile,Nodame Cantabile,のだめカンタービレ,,https://cdn.myanimelist.net/images/anime/9/11986.jpg,TV,Manga,23,Finished Airing,22 min. per ep.,PG-13 - Teens 13 or older,8.41,87363,163.0,381,198927,4443,Winter 2007,,J.C.Staff,2007-01-12,2007-06-15
14713,Kamisama Hajimemashita,Kamisama Kiss,神様はじめました,,https://cdn.myanimelist.net/images/anime/3/85429.jpg,TV,Manga,13,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,8.14,138954,383.0,259,266342,6387,Fall 2012,Funimation,TMS Entertainment,2012-10-02,2012-12-25
232,Cardcaptor Sakura,Cardcaptor Sakura,カードキャプターさくら,"CCS, Cardcaptors, Card Captor Sakura",https://cdn.myanimelist.net/images/anime/8/60781.jpg,TV,Manga,70,Finished Airing,25 min. per ep.,PG - Children,8.21,121898,297.0,292,237669,9453,Spring 1998,"Nelvana, NIS America, Inc., Geneon Entertainment USA",Madhouse,1998-04-07,2000-03-21
233,Daa! Daa! Daa!,,だぁ! だぁ! だぁ!,"Da!Da!Da!, UFO Baby",https://cdn.myanimelist.net/images/anime/3/21166.jpg,TV,Manga,78,Finished Airing,25 min. per ep.,G - All Ages,7.78,6598,919.0,3045,15211,216,Spring 2000,,J.C.Staff,2000-03-28,2002-02-26
9656,Kimi ni Todoke 2nd Season,Kimi ni Todoke: From Me To You 2,君に届け 2ND SEASON,"Kimi ni Todoke: From Me to You 2nd Season, Reaching You 2nd Season",https://cdn.myanimelist.net/images/anime/8/27174.jpg,TV,Manga,12,Finished Airing,23 min. per ep.,PG-13 - Teens 13 or older,8.12,133548,412.0,322,224494,1117,Winter 2011,"NIS America, Inc.",Production I.G,2011-01-12,2011-03-30
9926,Sekaiichi Hatsukoi,Sekai Ichi Hatsukoi - World's Greatest First Love,世界一初恋 TV,"Sekai-ichi Hatsukoi, Sekai'ichi Hatsukoi, World's Greatest First Love",https://cdn.myanimelist.net/images/anime/6/29763.jpg,TV,Manga,12,Finished Airing,23 min. per ep.,PG-13 - Teens 13 or older,8.07,69250,469.0,701,121752,2908,Spring 2011,Funimation,Studio Deen,2011-04-09,2011-06-25
2564,Code-E,,CODE-E,,https://cdn.myanimelist.net/images/anime/10/57435.jpg,TV,Original,12,Finished Airing,24 min. per ep.,G - All Ages,6.49,5866,5635.0,3214,13818,18,Summer 2007,,Studio Deen,2007-07-04,2007-09-19
3092,Junjou Romantica,Junjo Romantica,純情ロマンチカ,"Junjyou Romantica, Junjou Romantica: Pure Romance",https://cdn.myanimelist.net/images/anime/7/8811.jpg,TV,Manga,12,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,7.99,86423,568.0,568,146369,4707,Spring 2008,Nozomi Entertainment,Studio Deen,2008-04-11,2008-06-27
1579,Kiniro no Corda: Primo Passo,La corda d'oro: primo passo,金色のコルダ ～primo passo～,"Kin'iro no Chord, Kiniro no Chord, Kin-iro no Corda: Primo Passo, The Golden Chord",https://cdn.myanimelist.net/images/anime/9/7228.jpg,TV,Visual novel,25,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,7.63,36820,1273.0,1138,72255,1126,Fall 2006,Sentai Filmworks,Yumeta Company,2006-10-02,2007-03-26
32370,D.Gray-man Hallow,D.Gray-man HALLOW,ディー・グレイマン ハロー,,https://cdn.myanimelist.net/images/anime/12/80766.jpg,TV,Manga,13,Finished Airing,24 min. per ep.,R - 17+ (violence & profanity),7.92,40618,655.0,795,108764,825,Summer 2016,Funimation,TMS Entertainment,2016-07-05,2016-09-27
11547,Sengoku☆Paradise Kiwami,,戦国☆パラダイス-極-（きわみ）,,https://cdn.myanimelist.net/images/anime/11/39031.jpg,TV,,26,Finished Airing,3 min. per ep.,PG-13 - Teens 13 or older,6.2,609,6763.0,5316,3989,2,Fall 2011,,"Milky Cartoon, LMD",2011-10-04,2012-03-27
33185,Peace Maker Kurogane Movie 1: Omou Michi,,PEACE MAKER 鐵 前編～想道〈オモウミチ〉～,,https://cdn.myanimelist.net/images/anime/1379/91338.jpg,Movie,Manga,1,Not yet aired,,R - 17+ (violence & profanity),0.0,0,,5215,4210,6,Spring 2018,,White Fox,2018-06-02,2018-06-02
7518,Boku wa Kuma,,ぼくはくま,"Minna no Uta: Boku wa Kuma, I am Bear, I'm a Bear",https://cdn.myanimelist.net/images/anime/3/18043.jpg,Music,Original,1,Finished Airing,2 min.,G - All Ages,5.79,690,7814.0,8069,1111,1,Fall 2006,,,2006-10-02,2006-10-02
16642,Ane Koi: Suki Kirai Daisuki.,,姉恋 スキ・キライ・ダイスキ。,,https://cdn.myanimelist.net/images/anime/5/47029.jpg,OVA,Manga,2,Finished Airing,26 min. per ep.,Rx - Hentai,7.03,2355,,4667,5600,37,Winter 2013,,,2013-02-15,2013-05-17
7605,Parasol Henbei,,パラソルヘンべえ,"Henbe, Parasol Henbee",https://cdn.myanimelist.net/images/anime/6/44704.jpg,TV,,200,Finished Airing,10 min. per ep.,PG - Children,6.39,94,6043.0,10418,309,2,Fall 1989,,,1989-10-02,1991-01-28
9389,Ginga Hyouryuu Vifam: Kieta 12-nin,,銀河漂流バイファム 消えた12人,"Galactic Drifter Vifam: 12 Fade Away, Round Vernian Vifam: 12 Fade Away",https://cdn.myanimelist.net/images/anime/11/59747.jpg,OVA,,1,Finished Airing,57 min.,G - All Ages,6.29,102,6435.0,10547,285,0,Winter 1985,,Sunrise,1985-02-25,1985-02-25
34152,Super Danganronpa 2.5: Komaeda Nagito to Sekai no Hakaimono,,スーパーダンガンロンパ2.5 狛枝凪斗と世界の破壊者,Super Danganronpa 2.5: Nagito Komaeda and the Destroyer of the World,https://cdn.myanimelist.net/images/anime/10/83150.jpg,OVA,Original,1,Finished Airing,25 min.,R - 17+ (violence & profanity),7.4,15423,2049.0,2044,31844,276,Winter 2017,,Lerche,2017-01-12,2017-01-12
9998,Chuuhai Lemon: Love 30s - Ame ni Nurete mo,,酎ハイれもんLOVE30S 雨にぬれても,"Lemon Cocktail LOVE 30S, Lemon Cocktail: Love 30 S, Chu-high Lemon LOVE 30S",https://cdn.myanimelist.net/images/anime/6/27716.jpg,OVA,,1,Finished Airing,44 min.,PG-13 - Teens 13 or older,6.0,28,9895.0,11667,165,0,Fall 1985,,,1985-10-21,1985-10-21
153,Juuni Kokuki,The Twelve Kingdoms,十二国記,"12 Kingdoms, Juuni Kokki",https://cdn.myanimelist.net/images/anime/6/50859.jpg,TV,Novel,45,Finished Airing,25 min. per ep.,PG-13 - Teens 13 or older,8.13,28791,399.0,1016,82925,1907,Spring 2002,"Media Blasters, TOKYOPOP",Studio Pierrot,2002-04-09,2003-08-30
27417,Diabolik Lovers OVA,,DIABOLIK LOVERS OAD,,https://cdn.myanimelist.net/images/anime/12/74238.jpg,OVA,Visual novel,1,Finished Airing,11 min.,PG-13 - Teens 13 or older,6.04,9290,7260.0,2721,19268,64,Winter 2015,,"Production I.G, Zexcs",2015-02-26,2015-02-26
5588,Ko Ko Ro,,コ・コ・ロ・・・,Co Co Lo,https://cdn.myanimelist.net/images/anime/6/11545.jpg,OVA,,2,Finished Airing,30 min. per ep.,Rx - Hentai,5.34,100,,9817,423,0,Fall 2001,,,2001-12-21,2002-06-21
23903,Tuzki: Love Assassin,,Tuzki: LOVE ASSASSIN,,https://cdn.myanimelist.net/images/anime/6/61931.jpg,ONA,,1,Finished Airing,2 min.,R - 17+ (violence & profanity),5.87,237,7654.0,9602,482,1,Winter 2014,,Studio 4°C,2014-02-12,2014-02-12
13247,Lupin III: Lupin Ikka Seizoroi,,ルパン三世 ルパン一家勢揃い,"Rupan Sansei: Lupin Ikka Seizoroi, Lupin Family Lineup, Lupin III Master File",https://cdn.myanimelist.net/images/anime/2/46379.jpg,Special,,1,Finished Airing,10 min.,PG-13 - Teens 13 or older,6.87,676,4041.0,6950,1926,0,Spring 2012,,,2012-03-28,2012-03-28
33398,Neko Konogoro,,ネコこのゴロ,,https://cdn.myanimelist.net/images/anime/1877/91297.jpg,TV,Manga,0,Currently Airing,1 min.,,3.44,18,11426.0,10123,361,0,Spring 2016,,Kachidoki Studio,2016-06-08,
1051,Ao no 6-gou,Blue Submarine No. 6,青の6号,"Ao no 6-go, Ao no Rokugou, Ao no Rokugo",https://cdn.myanimelist.net/images/anime/3/20750.jpg,OVA,Manga,4,Finished Airing,32 min. per ep.,PG-13 - Teens 13 or older,7.14,16149,3026.0,1950,34469,184,Fall 1998,"Bandai Entertainment, Discotek Media",Gonzo,1998-10-25,2000-03-25
12447,Ben-To Picture Drama,,ベン・トー,"Ben-To Specials, Bento Specials, Ben-Tou Specials, Bento Picture Drama, Ben-Tou Picture Drama",https://cdn.myanimelist.net/images/anime/13/34953.jpg,Special,Light novel,6,Finished Airing,9 min. per ep.,PG-13 - Teens 13 or older,6.15,2806,6924.0,3977,8265,3,Fall 2011,,David Production,2011-12-21,2012-05-16
3294,Gasshin Sentai Mechander Robo,Combining Squadron Mechander Robo,合身戦隊メカンダーロボ,Mekanda Robo,https://cdn.myanimelist.net/images/anime/9/29474.jpg,TV,,35,Finished Airing,23 min. per ep.,PG-13 - Teens 13 or older,6.17,79,6851.0,9869,412,0,Spring 1977,,,1977-03-03,1977-12-29
1381,Seikai no Monshou Special,,星界の紋章 総集編,"Seikai no Monshou Movie, Crest of the Stars Special Edition",https://cdn.myanimelist.net/images/anime/9/2753.jpg,Special,Light novel,1,Finished Airing,1 hr. 30 min.,PG-13 - Teens 13 or older,7.35,1050,2254.0,6165,2758,3,Spring 2000,,Sunrise,2000-04-07,2000-04-07
8022,Tegamibachi Gakuen,Letter Bee Academy,テガミバチ学園,"Tegami Bachi Specials, Letter Bee Specials",https://cdn.myanimelist.net/images/anime/4/19573.jpg,Special,Original,25,Finished Airing,3 min. per ep.,PG-13 - Teens 13 or older,7.42,1911,1953.0,4119,7644,7,Winter 2010,,Studio Pierrot,2010-01-27,2010-07-23
32666,Oniku Daisuki! Zeushi-kun: Suteki na Hamburger,,おにくだいすき! ゼウシくん「すてきなハンバーグ」,,https://cdn.myanimelist.net/images/anime/3/78398.jpg,ONA,Original,1,Finished Airing,4 min.,G - All Ages,4.32,22,11629.0,12944,102,0,Winter 2016,,DLE,2016-02-10,2016-02-10
33775,Soul Buster,Soul Buster,侍霊演武[ソウルバスター],Shi Ling Yanwu,https://cdn.myanimelist.net/images/anime/3/82256.jpg,TV,Manga,12,Finished Airing,13 min. per ep.,PG-13 - Teens 13 or older,5.91,4687,7553.0,2963,16223,13,Fall 2016,,Studio Pierrot,2016-10-04,2016-12-11
20667,Mobile Suit Gundam: Zeonic Front - Indignation of Zeon.,,ジオニックフロント 機動戦士ガンダム0079,"Mobile Suit Gundam: Zeonic Front Special Movie, Kidou Senshi Gundam: Zeonic Front - Indignation of Zeon.",https://cdn.myanimelist.net/images/anime/2/54731.jpg,Special,,1,Finished Airing,10 min.,PG-13 - Teens 13 or older,5.86,315,7674.0,8025,1143,0,Summer 2001,,Sunrise,2001-09-06,2001-09-06
37447,Karakuri Circus,Le Cirque de Karakuri,からくりサーカス,,https://cdn.myanimelist.net/images/anime/1292/91218.jpg,TV,Manga,36,Not yet aired,,,0.0,0,,8300,986,0,,,Studio VOLN,,
35277,Nanumu no Ie,,ナヌムの家,,https://cdn.myanimelist.net/images/anime/4/84973.jpg,Movie,Other,1,Finished Airing,1 hr. 36 min.,PG - Children,4.86,7,11408.0,13987,49,0,,,,,
14353,Death Billiards,Death Billiards,デス・ビリヤード,"Wakate Animator Ikusei Project, 2012 Young Animator Training Project, Anime Mirai 2012",https://cdn.myanimelist.net/images/anime/11/48721.jpg,Movie,Original,1,Finished Airing,25 min.,R - 17+ (violence & profanity),8.01,81162,542.0,637,132203,226,Spring 2013,Funimation,Madhouse,2013-03-02,2013-03-02
32747,Fake Style II,,FAKE STYLE II,Fake Type.: Fake Style 2,https://cdn.myanimelist.net/images/anime/6/78575.jpg,Music,Music,1,Finished Airing,3 min.,PG - Children,5.85,103,7689.0,11594,174,0,Summer 2014,,,2014-08-01,2014-08-01
5235,Live On Cardliver Kakeru,,ライブオン CARDLIVER 翔,,https://cdn.myanimelist.net/images/anime/9/21028.jpg,TV,Manga,51,Finished Airing,23 min. per ep.,PG - Children,6.86,97,4074.0,9003,673,3,Fall 2008,,TMS Entertainment,2008-10-05,2009-09-27
8154,Gegege no Kitarou: Saikyou Youkai Gundan! Nippon Jouriku!!,Spooky Kitarou: The Strongest Ghost Army! Landing in Japan!!,ゲゲゲの鬼太郎 最強妖怪軍団！日本陸!!,,https://cdn.myanimelist.net/images/anime/5/27356.jpg,Movie,,1,Finished Airing,49 min.,G - All Ages,6.17,60,6853.0,10204,342,0,Summer 1986,,Toei Animation,1986-07-12,1986-07-12
